ph,temperature,turbidity,dissolved_oxygen,ammonia,label
8.23,11.01,2.91,10.27,0.003,SALMON
7.37,29.77,38.9,5.74,0.008,ROHU
7.47,21.11,16.84,5.27,0.011,CARP
7.47,18.85,23.94,6.99,0.011,CARP
7.67,28.06,11.25,5.66,0.014,SHRIMP
7.71,27.04,9.77,7.87,0.016,SHRIMP
7.64,27.55,7.03,6.25,0.003,SHRIMP
6.91,10.65,6.57,8.96,0.001,TROUT
6.91,25.6,90.24,2.96,0.033,CATFISH
6.69,23.99,46.42,3.17,0.057,CATFISH
7.58,25.57,12.42,7.46,0.015,SHRIMP
6.61,14.84,3.95,9.47,0.001,SALMON
8.26,26.14,13.52,7.44,0.015,SHRIMP
7.36,20.63,20.14,4.43,0.035,CARP
8.24,31.96,10.55,4.42,0.014,TILAPIA
7.33,27.09,17.54,6.72,0.035,ROHU
8.09,29.5,99.56,2.94,0.061,CATFISH
8.43,12.07,4.54,10.43,0.009,SALMON
6.52,24.29,33.87,4.56,0.044,TILAPIA
7.04,10.04,0.62,10.42,0.0,SALMON
6.76,14.71,2.54,7.78,0.005,TROUT
8.4,13.9,1.94,9.92,0.009,SALMON
7.7,9.69,2.45,8.22,0.0,SALMON
7.01,28.17,30.51,6.18,0.034,ROHU
8.06,31.7,43.26,4.85,0.037,TILAPIA
8.47,27.8,21.34,4.1,0.036,CARP
7.9,11.19,2.66,8.44,0.001,SALMON
7.3,24.12,33.03,4.98,0.011,ROHU
7.26,14.09,8.14,9.26,0.009,TROUT
8.21,27.79,76.88,5.3,0.026,CATFISH
7.07,21.22,27.08,6.07,0.033,CARP
7.6,20.67,30.48,5.54,0.034,ROHU
7.91,25.84,12.61,7.0,0.016,SHRIMP
8.3,27.36,30.94,3.22,0.068,CATFISH
6.63,27.47,80.7,5.63,0.076,CATFISH
7.4,10.98,9.63,7.37,0.003,TROUT
7.28,15.76,7.02,8.35,0.005,TROUT
6.59,30.85,19.23,6.39,0.007,TILAPIA
7.07,21.09,30.74,6.78,0.017,ROHU
8.35,11.13,0.87,8.14,0.002,SALMON
7.57,25.33,97.53,5.07,0.006,CATFISH
7.89,23.58,41.83,4.71,0.049,ROHU
8.31,23.37,33.59,5.36,0.046,ROHU
6.8,9.95,0.47,8.63,0.002,SALMON
7.52,30.75,10.17,5.57,0.017,SHRIMP
8.13,29.71,38.61,7.39,0.035,ROHU
8.35,26.68,24.52,5.03,0.018,TILAPIA
8.4,18.35,33.08,6.89,0.048,CARP
7.53,15.48,0.27,9.7,0.003,TROUT
8.34,27.9,20.86,6.3,0.017,ROHU
7.64,10.8,3.97,7.31,0.008,TROUT
8.44,23.79,15.29,5.35,0.006,ROHU
7.65,8.22,1.01,8.8,0.001,SALMON
7.14,17.33,4.98,8.2,0.008,TROUT
8.0,26.61,13.98,5.61,0.001,SHRIMP
7.58,25.96,30.02,7.44,0.042,ROHU
8.11,26.94,25.11,4.81,0.029,ROHU
6.53,17.72,1.49,9.46,0.003,TROUT
7.68,11.78,2.47,9.54,0.002,SALMON
7.56,25.6,11.28,7.44,0.018,SHRIMP
6.8,25.35,71.58,5.52,0.016,CATFISH
6.34,22.21,40.7,4.69,0.007,CATFISH
7.6,30.6,6.66,6.9,0.013,SHRIMP
7.98,23.84,35.18,6.27,0.011,ROHU
7.62,11.26,3.28,8.44,0.008,SALMON
8.41,26.11,63.16,5.14,0.088,CATFISH
6.99,16.39,2.11,8.64,0.002,TROUT
7.52,22.0,86.38,3.66,0.032,CATFISH
7.49,23.63,15.62,7.2,0.049,CARP
8.23,26.5,15.86,6.73,0.002,SHRIMP
8.04,30.74,10.87,6.26,0.019,SHRIMP
7.73,23.25,31.06,7.88,0.022,CARP
7.75,27.88,50.33,3.56,0.078,CATFISH
7.52,26.74,14.62,5.56,0.006,SHRIMP
7.4,11.5,5.42,7.85,0.003,TROUT
7.57,27.8,7.63,5.42,0.003,SHRIMP
7.47,12.85,6.74,9.19,0.007,TROUT
7.04,27.95,40.24,5.08,0.014,TILAPIA
7.67,29.64,22.35,4.26,0.003,TILAPIA
7.65,30.32,15.98,6.68,0.004,SHRIMP
7.78,29.09,36.4,4.16,0.007,TILAPIA
8.82,24.08,19.9,3.42,0.038,TILAPIA
8.08,29.04,72.48,5.51,0.002,CATFISH
8.01,23.87,35.48,7.19,0.017,ROHU
7.28,30.96,16.82,4.41,0.039,TILAPIA
8.38,25.78,39.3,4.87,0.007,CARP
7.97,24.62,20.31,3.38,0.016,TILAPIA
7.87,27.75,16.29,7.38,0.005,SHRIMP
7.44,24.27,22.6,4.24,0.024,CARP
7.56,10.72,6.45,8.85,0.002,TROUT
7.63,11.28,4.44,10.3,0.008,SALMON
6.89,24.05,48.65,3.91,0.07,CATFISH
7.55,30.75,9.16,7.62,0.008,SHRIMP
6.71,14.52,6.29,9.57,0.006,TROUT
8.47,11.09,2.59,9.57,0.005,SALMON
7.53,15.51,7.05,7.96,0.006,TROUT
7.31,28.95,42.86,7.43,0.047,ROHU
8.09,29.06,62.63,3.23,0.095,CATFISH
7.93,29.55,6.46,5.12,0.015,SHRIMP
7.77,24.25,41.72,5.79,0.027,ROHU
8.23,27.16,18.94,7.8,0.008,CARP
6.69,8.78,4.51,9.62,0.007,SALMON
6.81,17.59,0.61,9.69,0.003,TROUT
7.46,30.16,42.85,5.8,0.035,TILAPIA
7.69,27.93,16.97,6.71,0.018,SHRIMP
6.54,11.12,5.7,9.21,0.005,TROUT
8.29,27.78,22.36,6.8,0.001,ROHU
7.56,21.83,17.19,5.18,0.027,ROHU
7.25,15.64,1.55,8.95,0.001,TROUT
7.19,27.23,40.21,3.15,0.02,CATFISH
8.2,30.55,32.55,5.1,0.036,TILAPIA
8.08,21.27,16.47,7.13,0.004,ROHU
8.12,14.71,1.85,10.52,0.009,SALMON
7.53,26.97,21.87,3.61,0.007,TILAPIA
7.98,11.09,4.44,10.43,0.008,SALMON
8.49,27.23,11.86,5.97,0.004,SHRIMP
7.92,17.89,0.45,7.45,0.004,TROUT
8.27,26.96,38.14,6.88,0.005,ROHU
6.64,13.43,9.83,7.99,0.009,TROUT
6.1,28.62,72.54,4.33,0.094,CATFISH
7.69,29.89,38.09,7.39,0.039,ROHU
8.44,25.07,7.58,7.46,0.007,SHRIMP
8.19,12.71,1.52,8.11,0.009,SALMON
7.83,22.07,25.21,6.29,0.046,ROHU
8.11,26.93,22.16,3.03,0.042,TILAPIA
7.02,27.62,18.2,4.85,0.03,ROHU
8.16,18.52,11.14,5.72,0.003,CARP
7.71,26.57,11.49,5.37,0.002,SHRIMP
7.94,28.33,17.0,6.83,0.004,SHRIMP
7.76,13.14,3.1,10.91,0.002,SALMON
6.83,26.3,29.72,5.53,0.009,TILAPIA
8.06,18.4,26.4,4.35,0.05,CARP
7.96,27.08,14.43,5.13,0.003,SHRIMP
7.16,15.24,3.4,7.97,0.004,TROUT
8.25,24.59,23.21,7.46,0.041,ROHU
7.25,21.44,30.1,6.42,0.009,ROHU
7.56,23.72,20.85,4.84,0.037,ROHU
8.5,10.55,0.31,10.56,0.01,SALMON
8.2,12.38,4.61,8.11,0.008,SALMON
7.99,10.69,8.62,8.17,0.005,TROUT
8.01,23.12,59.31,5.58,0.056,CATFISH
6.12,27.38,99.06,5.69,0.072,CATFISH
7.02,26.63,44.8,5.99,0.011,TILAPIA
7.43,12.55,6.77,9.84,0.006,TROUT
7.5,20.15,16.65,5.35,0.034,ROHU
8.71,26.89,47.3,5.52,0.047,TILAPIA
6.77,10.5,3.78,9.58,0.002,TROUT
7.21,17.65,4.34,9.36,0.009,TROUT
7.06,13.75,4.27,8.54,0.006,TROUT
8.24,22.52,25.71,7.93,0.003,CARP
8.16,26.38,32.64,5.19,0.032,ROHU
7.83,26.97,13.97,5.55,0.006,SHRIMP
7.84,28.15,15.2,7.26,0.003,SHRIMP
6.96,11.01,7.61,9.55,0.003,TROUT
7.11,26.41,38.1,3.91,0.046,CATFISH
7.9,26.81,54.31,3.15,0.035,CATFISH
7.83,16.17,4.12,7.55,0.009,TROUT
8.05,21.42,23.0,4.57,0.008,CARP
6.85,25.76,29.28,3.17,0.023,TILAPIA
8.48,29.03,33.19,3.98,0.086,CATFISH
7.59,29.4,19.92,7.46,0.011,SHRIMP
7.49,11.71,1.17,8.25,0.002,TROUT
6.95,16.88,0.17,7.88,0.004,TROUT
7.95,25.14,36.26,5.67,0.042,ROHU
8.09,23.76,54.58,2.57,0.098,CATFISH
8.06,11.45,4.45,9.04,0.004,SALMON
7.67,21.25,11.7,7.33,0.002,CARP
6.74,14.15,3.9,8.57,0.007,SALMON
8.01,26.48,17.96,5.94,0.005,SHRIMP
7.83,30.15,40.32,5.47,0.039,TILAPIA
8.26,12.3,4.11,9.64,0.002,SALMON
7.17,23.46,41.97,6.67,0.001,ROHU
7.53,11.74,9.84,9.53,0.008,TROUT
7.41,22.9,22.15,4.68,0.01,CARP
7.97,21.9,24.96,7.5,0.005,CARP
6.7,31.04,12.06,5.22,0.039,TILAPIA
8.68,28.2,10.89,5.87,0.006,TILAPIA
8.43,26.84,5.73,7.03,0.016,SHRIMP
8.24,21.91,39.22,6.47,0.01,ROHU
7.63,27.3,8.05,6.93,0.02,SHRIMP
7.46,24.96,54.68,4.84,0.039,CATFISH
7.71,20.69,11.68,5.63,0.003,CARP
7.3,15.0,9.88,8.32,0.001,TROUT
6.78,12.75,6.13,7.29,0.004,TROUT
8.79,30.82,33.19,5.08,0.047,TILAPIA
8.06,25.64,19.46,6.72,0.003,SHRIMP
7.03,20.62,41.64,7.11,0.018,ROHU
7.34,29.25,47.01,3.99,0.043,TILAPIA
7.69,25.51,18.17,7.47,0.012,ROHU
7.99,30.24,9.52,5.48,0.003,SHRIMP
7.72,13.07,0.13,9.71,0.009,SALMON
8.07,27.39,19.67,6.52,0.011,SHRIMP
7.3,20.65,40.78,7.11,0.024,ROHU
8.02,29.78,39.9,6.48,0.037,ROHU
8.29,26.96,38.69,7.52,0.029,CARP
7.08,17.54,8.9,8.57,0.005,TROUT
7.64,26.91,35.18,5.7,0.011,TILAPIA
7.34,27.74,21.71,7.64,0.011,CARP
8.12,14.58,0.7,8.21,0.006,SALMON
7.55,23.05,54.02,4.87,0.01,CATFISH
7.25,11.91,5.9,8.33,0.004,TROUT
6.04,26.18,53.47,2.5,0.031,CATFISH
8.32,26.27,12.23,6.45,0.018,SHRIMP
8.51,27.62,30.76,6.24,0.021,TILAPIA
7.92,11.59,4.65,10.21,0.006,SALMON
6.84,12.87,2.3,8.74,0.008,TROUT
8.39,26.89,8.23,6.78,0.001,SHRIMP
8.32,29.99,17.85,4.87,0.043,TILAPIA
7.02,27.34,44.5,3.85,0.02,TILAPIA
6.75,12.83,3.66,8.13,0.007,SALMON
7.47,27.63,15.66,6.08,0.013,ROHU
8.11,25.74,28.21,4.09,0.047,CARP
8.23,28.58,10.16,5.84,0.001,SHRIMP
7.63,28.9,28.12,4.73,0.047,ROHU
7.42,25.65,17.22,5.95,0.045,ROHU
7.57,28.22,7.4,5.02,0.008,SHRIMP
7.1,21.48,15.7,6.61,0.001,CARP
7.13,26.05,32.29,2.74,0.026,CATFISH
7.44,29.23,24.78,6.85,0.012,ROHU
7.41,29.89,30.52,5.95,0.045,TILAPIA
6.63,9.74,2.86,8.05,0.003,SALMON
7.63,27.6,6.91,6.51,0.011,SHRIMP
8.32,27.22,93.89,5.42,0.069,CATFISH
7.36,20.22,38.57,7.83,0.036,CARP
8.5,18.49,23.23,5.81,0.015,CARP
7.06,22.34,30.2,5.69,0.044,CARP
8.33,28.36,33.25,5.67,0.025,ROHU
8.41,26.07,19.75,6.01,0.043,ROHU
7.53,28.82,49.99,4.97,0.01,TILAPIA
7.54,28.35,13.17,5.62,0.014,SHRIMP
7.5,24.55,31.0,6.03,0.027,ROHU
7.68,27.93,38.07,6.5,0.043,ROHU
7.7,28.39,17.92,5.19,0.05,TILAPIA
7.68,25.31,15.24,5.75,0.01,SHRIMP
6.9,14.45,2.21,10.23,0.005,SALMON
7.35,14.03,2.03,7.2,0.002,TROUT
6.9,10.5,0.32,9.13,0.008,TROUT
6.98,29.51,20.9,6.33,0.004,TILAPIA
6.26,26.34,51.98,3.45,0.065,CATFISH
6.92,27.16,96.33,2.64,0.092,CATFISH
8.36,22.31,17.58,4.67,0.044,ROHU
7.3,10.16,1.59,8.93,0.007,TROUT
6.63,11.28,3.31,10.3,0.005,SALMON
8.16,18.84,36.71,5.89,0.037,CARP
7.18,16.93,1.51,7.04,0.001,TROUT
7.14,22.4,18.0,6.58,0.001,ROHU
7.22,24.92,56.29,4.26,0.008,CATFISH
7.04,27.32,25.69,4.17,0.017,CARP
7.48,29.36,28.8,4.53,0.006,TILAPIA
7.32,23.55,13.78,5.79,0.028,CARP
6.56,27.12,61.99,3.9,0.059,CATFISH
8.4,29.56,40.7,7.03,0.005,ROHU
7.09,21.86,31.82,7.1,0.044,ROHU
6.32,25.8,69.07,4.06,0.007,CATFISH
8.76,24.07,18.67,6.31,0.034,TILAPIA
6.27,24.55,42.34,3.93,0.011,CATFISH
7.52,23.53,49.13,4.74,0.047,CATFISH
8.07,27.42,29.94,7.19,0.048,ROHU
7.66,10.88,0.27,7.82,0.003,TROUT
7.68,10.92,1.2,9.77,0.001,TROUT
8.28,30.09,47.53,3.45,0.035,TILAPIA
7.97,23.73,37.29,5.97,0.022,ROHU
8.0,26.06,23.34,4.77,0.026,TILAPIA
7.16,8.88,2.38,10.25,0.004,SALMON
7.37,16.29,1.69,7.33,0.007,TROUT
8.21,29.26,17.55,5.31,0.038,ROHU
7.12,21.18,20.28,6.82,0.026,ROHU
7.03,24.7,16.23,6.08,0.036,TILAPIA
7.97,10.59,2.84,7.73,0.002,TROUT
8.73,28.5,24.08,5.42,0.004,TILAPIA
8.02,27.6,7.88,6.46,0.008,SHRIMP
8.99,25.42,31.86,3.48,0.047,TILAPIA
8.29,18.58,25.8,6.16,0.043,CARP
7.29,22.64,40.05,6.42,0.02,ROHU
8.9,24.05,11.91,3.59,0.017,TILAPIA
7.59,10.96,2.63,9.66,0.004,SALMON
8.46,27.62,39.37,7.17,0.049,CARP
8.49,11.8,2.37,10.86,0.002,SALMON
7.1,28.1,43.58,5.59,0.008,ROHU
7.28,11.57,7.58,8.92,0.009,TROUT
7.04,17.49,5.66,7.39,0.005,TROUT
7.86,22.66,29.1,5.19,0.009,CARP
8.24,29.77,11.14,6.19,0.019,SHRIMP
7.63,13.0,4.86,8.22,0.007,TROUT
7.27,22.95,33.46,5.63,0.02,ROHU
7.84,29.94,37.85,6.56,0.036,TILAPIA
7.36,29.19,25.7,6.58,0.042,TILAPIA
8.18,29.0,21.56,6.38,0.02,ROHU
7.3,29.06,49.34,6.51,0.008,TILAPIA
7.91,27.31,35.51,4.27,0.05,CARP
6.74,10.1,1.71,9.51,0.0,TROUT
7.45,27.26,29.4,5.68,0.018,TILAPIA
8.34,20.27,26.6,6.58,0.008,CARP
7.19,26.69,35.56,3.76,0.046,TILAPIA
8.03,30.01,5.5,5.81,0.009,SHRIMP
7.51,21.37,10.94,4.61,0.007,CARP
8.17,10.77,2.82,8.68,0.006,SALMON
6.7,29.36,15.51,5.68,0.049,TILAPIA
8.1,30.56,10.98,5.96,0.018,SHRIMP
7.2,18.82,35.29,4.04,0.043,CARP
7.71,29.69,7.21,6.42,0.016,SHRIMP
7.99,25.24,14.84,7.53,0.014,SHRIMP
6.83,15.55,7.07,9.77,0.007,TROUT
8.85,29.24,19.26,4.01,0.023,TILAPIA
7.76,11.66,1.6,8.43,0.006,SALMON
7.64,21.65,34.07,6.12,0.034,CARP
7.18,24.99,38.83,6.46,0.012,ROHU
7.83,24.28,52.24,3.59,0.075,CATFISH
6.62,28.45,10.83,3.41,0.017,TILAPIA
7.6,24.83,25.67,5.47,0.034,ROHU
7.11,22.73,73.34,3.07,0.008,CATFISH
8.3,20.85,28.45,7.92,0.03,CARP
8.67,27.13,24.62,5.17,0.048,TILAPIA
7.68,29.57,33.22,5.77,0.041,TILAPIA
7.51,24.68,24.34,5.81,0.018,ROHU
7.23,26.58,41.65,5.63,0.023,CATFISH
7.07,31.36,38.11,6.07,0.019,TILAPIA
7.44,26.28,29.16,7.59,0.031,CARP
8.77,30.33,32.54,3.3,0.033,TILAPIA
7.27,22.66,81.52,4.41,0.095,CATFISH
7.72,24.71,25.5,3.38,0.01,TILAPIA
6.45,24.64,67.68,5.72,0.054,CATFISH
6.88,11.87,2.04,9.17,0.008,SALMON
7.46,26.21,27.78,7.17,0.012,ROHU
7.86,30.63,14.94,7.53,0.015,SHRIMP
7.9,30.29,44.68,3.42,0.018,TILAPIA
8.09,24.65,17.6,4.67,0.019,ROHU
7.44,27.91,34.49,6.83,0.003,CARP
8.03,25.78,16.96,7.13,0.011,SHRIMP
8.35,30.58,16.83,6.37,0.004,SHRIMP
7.65,28.28,18.8,7.98,0.006,SHRIMP
7.69,11.42,3.33,9.11,0.009,SALMON
7.74,25.13,17.13,6.47,0.006,SHRIMP
7.91,13.42,7.74,8.41,0.003,TROUT
8.34,14.35,2.64,8.66,0.008,SALMON
8.43,28.55,6.82,5.55,0.019,SHRIMP
7.95,30.24,13.56,7.64,0.004,SHRIMP
8.4,22.8,63.76,2.67,0.05,CATFISH
8.36,25.19,44.45,4.43,0.011,CATFISH
7.76,22.56,12.27,4.05,0.03,CARP
7.53,27.67,76.23,2.9,0.029,CATFISH
7.44,23.7,29.7,5.85,0.04,CARP
7.39,16.41,2.65,7.63,0.008,TROUT
7.96,24.77,44.62,6.65,0.033,ROHU
7.85,30.23,9.63,6.64,0.014,SHRIMP
7.07,26.25,49.15,5.74,0.049,CATFISH
7.19,12.59,6.09,9.63,0.009,TROUT
7.36,11.25,4.89,10.03,0.004,SALMON
7.38,24.33,14.97,5.62,0.045,CARP
7.64,26.97,18.65,5.0,0.047,CARP
7.9,26.4,23.15,5.7,0.002,ROHU
8.44,25.92,39.16,4.01,0.02,TILAPIA
8.21,21.61,24.46,5.17,0.03,CARP
7.12,28.99,66.19,3.0,0.062,CATFISH
7.08,26.16,35.55,5.09,0.041,ROHU
7.44,31.92,22.09,4.11,0.043,TILAPIA
7.39,11.3,9.86,8.39,0.006,TROUT
6.68,11.86,9.04,7.53,0.007,TROUT
7.98,20.91,27.6,6.42,0.006,CARP
8.12,27.98,9.48,5.36,0.008,SHRIMP
7.69,29.38,18.22,7.35,0.005,ROHU
7.32,10.62,9.43,7.3,0.009,TROUT
7.03,25.58,20.85,6.95,0.02,CARP
7.73,30.28,13.07,7.57,0.005,SHRIMP
8.08,21.93,16.52,7.04,0.039,CARP
7.56,25.06,25.89,5.27,0.038,ROHU
8.42,23.49,20.39,6.12,0.035,ROHU
7.71,27.79,34.23,4.68,0.005,ROHU
7.64,30.61,22.52,4.54,0.045,TILAPIA
7.98,15.24,4.54,9.66,0.007,TROUT
7.23,28.41,12.56,3.54,0.009,TILAPIA
7.49,15.96,4.54,7.25,0.008,TROUT
6.57,29.18,98.58,4.77,0.092,CATFISH
7.05,29.97,17.97,6.55,0.013,ROHU
7.48,29.77,22.99,6.16,0.017,TILAPIA
7.94,16.39,4.59,7.6,0.008,TROUT
6.92,10.56,4.4,8.4,0.001,SALMON
7.74,13.75,0.89,10.1,0.0,SALMON
7.21,28.21,41.58,5.2,0.006,ROHU
6.86,27.31,92.95,5.04,0.071,CATFISH
8.44,25.39,7.88,5.21,0.017,SHRIMP
8.36,25.79,17.21,7.44,0.012,SHRIMP
7.02,8.51,3.65,8.9,0.005,SALMON
8.2,25.66,42.05,5.99,0.047,ROHU
6.6,11.74,4.63,8.81,0.003,TROUT
7.97,29.78,40.94,3.6,0.022,TILAPIA
7.99,27.46,8.78,6.2,0.003,SHRIMP
8.13,25.67,31.68,4.23,0.008,CATFISH
7.1,28.38,36.55,3.14,0.097,CATFISH
8.31,29.0,53.92,3.64,0.004,CATFISH
7.24,26.3,19.74,5.68,0.034,CARP
8.07,31.08,41.89,4.53,0.014,TILAPIA
8.13,20.04,30.63,5.4,0.026,CARP
7.19,11.93,2.96,9.46,0.007,SALMON
7.3,12.76,4.45,8.12,0.001,SALMON
8.47,21.7,28.77,5.96,0.007,CARP
8.37,9.01,1.02,8.74,0.009,SALMON
7.04,21.4,27.53,5.31,0.001,CARP
7.86,28.22,38.36,7.17,0.046,ROHU
7.62,23.5,18.88,5.15,0.049,CARP
6.99,12.95,0.39,7.98,0.009,TROUT
6.7,12.05,9.74,8.14,0.006,TROUT
8.19,25.49,49.17,4.56,0.014,CATFISH
7.37,23.9,77.54,4.22,0.077,CATFISH
7.26,21.4,23.44,5.11,0.047,ROHU
7.9,25.88,67.64,2.71,0.056,CATFISH
7.64,21.9,21.64,5.83,0.038,ROHU
7.72,27.05,38.76,6.54,0.0,TILAPIA
8.01,29.2,17.83,6.4,0.017,SHRIMP
8.12,30.1,10.29,5.72,0.019,SHRIMP
7.55,10.32,4.9,8.96,0.007,SALMON
8.02,25.44,12.68,7.47,0.019,SHRIMP
6.02,26.58,80.2,5.11,0.09,CATFISH
8.9,25.81,39.01,5.12,0.011,TILAPIA
7.71,20.61,30.66,5.64,0.002,ROHU
8.17,26.75,11.86,6.24,0.005,SHRIMP
8.48,31.95,48.73,4.96,0.035,TILAPIA
7.43,22.06,75.7,4.81,0.065,CATFISH
6.88,17.01,4.6,7.63,0.009,TROUT
8.13,23.48,21.46,7.24,0.029,CARP
7.05,19.5,26.86,4.63,0.037,CARP
7.96,29.22,19.55,6.2,0.038,ROHU
8.3,27.05,18.51,5.15,0.015,SHRIMP
7.21,14.98,2.17,8.07,0.004,SALMON
8.6,31.72,27.42,5.24,0.031,TILAPIA
6.51,22.74,34.42,3.44,0.057,CATFISH
7.55,29.06,54.6,4.43,0.064,CATFISH
8.45,24.56,32.27,3.99,0.012,TILAPIA
8.97,26.31,15.74,4.93,0.035,TILAPIA
8.37,24.25,71.67,4.92,0.039,CATFISH
8.05,22.39,18.63,4.61,0.026,CARP
7.97,20.45,31.27,4.55,0.039,ROHU
7.64,28.49,38.35,6.67,0.035,ROHU
6.57,24.7,99.87,5.39,0.088,CATFISH
8.39,20.49,19.5,7.85,0.041,CARP
7.35,23.77,30.2,6.08,0.044,ROHU
8.22,26.24,7.39,6.96,0.006,SHRIMP
6.61,9.44,2.38,9.29,0.006,SALMON
6.78,27.61,17.7,6.58,0.048,TILAPIA
8.35,30.87,7.37,6.61,0.019,SHRIMP
7.39,26.53,50.83,4.55,0.044,CATFISH
6.58,13.46,7.78,8.66,0.006,TROUT
7.91,23.88,27.64,7.0,0.024,ROHU
7.13,16.41,5.39,7.9,0.003,TROUT
8.44,30.98,9.23,6.73,0.009,SHRIMP
6.62,23.45,62.34,2.62,0.079,CATFISH
7.21,24.84,19.37,7.64,0.034,CARP
7.4,22.37,95.23,4.7,0.099,CATFISH
7.66,14.32,1.49,8.05,0.006,TROUT
7.4,21.21,31.76,5.03,0.031,ROHU
6.72,27.51,53.67,5.89,0.01,CATFISH
7.14,12.61,6.46,7.39,0.007,TROUT
8.45,29.19,14.26,6.72,0.004,SHRIMP
7.84,30.72,8.63,6.41,0.019,SHRIMP
7.23,18.38,31.58,5.12,0.036,CARP
7.25,25.06,29.17,7.52,0.048,CARP
7.51,24.42,44.03,4.4,0.044,CATFISH
7.25,26.53,19.52,6.39,0.019,CARP
6.69,9.65,0.26,10.99,0.007,SALMON
7.62,12.52,6.33,9.07,0.007,TROUT
7.62,23.73,31.94,4.69,0.044,ROHU
6.95,27.88,94.94,4.7,0.079,CATFISH
6.21,26.19,91.88,4.43,0.062,CATFISH
8.19,28.08,28.91,5.04,0.032,ROHU
8.95,30.36,38.3,3.54,0.041,TILAPIA
8.22,28.45,22.76,5.48,0.012,ROHU
7.49,15.39,3.13,9.1,0.004,TROUT
7.51,26.34,32.73,5.38,0.007,ROHU
7.66,27.97,40.84,7.04,0.016,ROHU
8.15,26.93,5.62,6.49,0.0,SHRIMP
8.33,27.11,38.76,7.09,0.045,CARP
8.18,24.47,40.92,6.61,0.001,ROHU
7.46,15.97,9.28,8.94,0.01,TROUT
6.87,26.34,56.85,2.5,0.073,CATFISH
7.47,27.86,23.98,7.0,0.009,CARP
6.31,22.64,82.88,2.53,0.096,CATFISH
8.48,25.35,13.75,6.05,0.017,SHRIMP
8.24,20.33,25.76,6.75,0.047,ROHU
7.81,9.78,2.16,8.17,0.006,SALMON
7.12,13.36,0.88,7.61,0.002,TROUT
8.33,9.66,2.14,8.37,0.005,SALMON
7.53,14.11,1.03,8.12,0.007,SALMON
8.1,28.72,15.47,6.38,0.024,TILAPIA
7.33,11.38,2.3,10.92,0.0,SALMON
6.96,27.61,30.69,3.68,0.03,CATFISH
8.34,22.39,20.98,5.99,0.045,ROHU
7.98,27.08,38.36,6.19,0.02,ROHU
8.89,30.12,26.21,5.99,0.047,TILAPIA
7.11,29.72,30.86,5.73,0.013,TILAPIA
7.31,16.77,4.07,9.35,0.008,TROUT
7.02,10.1,3.31,10.09,0.007,SALMON
7.72,26.86,6.06,6.5,0.017,SHRIMP
6.69,14.56,4.13,10.57,0.009,SALMON
7.77,11.26,0.22,9.35,0.001,TROUT
8.3,27.15,48.97,2.93,0.015,CATFISH
8.18,9.19,3.49,8.67,0.001,SALMON
7.66,11.67,4.08,10.25,0.004,SALMON
7.43,23.78,39.47,5.04,0.004,ROHU
8.39,27.91,18.9,6.06,0.014,SHRIMP
7.65,21.82,29.43,7.87,0.026,CARP
7.32,18.75,28.52,7.81,0.016,CARP
6.74,27.46,23.52,3.49,0.015,TILAPIA
7.55,24.71,39.02,5.88,0.003,ROHU
7.55,23.92,20.52,4.86,0.006,CARP
7.94,25.71,28.84,4.84,0.031,TILAPIA
7.72,29.25,36.59,4.83,0.009,ROHU
7.14,9.92,2.03,10.89,0.005,SALMON
8.44,30.53,18.26,5.29,0.013,SHRIMP
6.74,13.27,6.62,8.9,0.004,TROUT
7.09,13.16,4.24,7.73,0.003,TROUT
7.98,23.17,39.76,4.22,0.025,CARP
7.81,24.91,15.2,5.78,0.046,TILAPIA
7.5,26.4,31.01,6.95,0.031,ROHU
7.8,10.83,0.01,8.35,0.002,TROUT
7.31,26.86,99.76,3.55,0.032,CATFISH
8.45,25.98,8.32,5.46,0.006,SHRIMP
8.2,8.34,2.52,10.1,0.005,SALMON
6.56,26.84,36.77,4.13,0.044,CATFISH
7.07,23.64,26.4,6.92,0.033,ROHU
7.81,28.86,25.3,6.95,0.035,TILAPIA
8.05,10.82,3.61,10.05,0.01,SALMON
7.38,26.81,99.91,3.2,0.052,CATFISH
7.97,27.48,13.67,5.77,0.007,SHRIMP
7.64,12.88,3.37,8.76,0.008,SALMON
7.63,29.03,29.5,6.22,0.025,ROHU
8.66,26.35,28.01,3.91,0.018,TILAPIA
6.24,25.16,66.03,5.39,0.008,CATFISH
8.29,27.15,42.1,5.0,0.024,ROHU
7.75,31.81,47.88,4.43,0.007,TILAPIA
6.58,24.17,25.82,6.76,0.044,TILAPIA
6.43,27.49,61.66,4.31,0.003,CATFISH
6.72,16.95,6.43,7.69,0.002,TROUT
7.09,16.33,4.68,9.04,0.006,TROUT
8.5,27.99,73.01,3.98,0.062,CATFISH
7.88,23.37,88.07,4.43,0.098,CATFISH
8.33,22.69,22.31,5.39,0.029,ROHU
7.55,26.53,32.31,4.88,0.012,ROHU
7.67,15.31,6.83,8.44,0.007,TROUT
7.23,25.65,29.02,5.06,0.01,TILAPIA
6.61,17.37,9.74,8.82,0.005,TROUT
7.96,13.61,3.24,8.97,0.009,SALMON
6.89,11.86,2.98,8.32,0.003,TROUT
6.58,27.01,94.49,3.14,0.08,CATFISH
7.55,29.74,13.0,6.73,0.001,SHRIMP
7.14,11.23,1.15,8.55,0.008,SALMON
